Date,Open,High,Low,Close
1994-03-06,466.07,469.16,457.49,464.74
1994-03-13,464.74,468.07,462.46,466.44
1994-03-20,466.44,471.09,465.48,471.06
1994-03-27,471.06,471.06,460.58,460.58
1994-04-03,460.58,461.12,436.16,445.77
1994-04-10,445.66,451.1,435.86,447.1
1994-04-17,447.12,450.8,442.62,446.18
1994-04-24,446.27,449.96,438.83,447.63
1994-05-01,447.64,452.79,447.58,450.91
1994-05-08,450.91,453.98,445.64,447.82
1994-05-15,447.82,447.82,440.78,444.14
1994-05-22,444.15,456.88,443.62,454.92
1994-05-29,454.92,457.77,451.79,457.33
1994-06-05,457.32,460.86,453.99,460.13
1994-06-12,460.13,461.87,455.43,458.67
1994-06-19,458.67,463.23,457.18,458.45
1994-06-26,458.45,458.45,442.51,442.8
1994-07-03,442.78,449.83,439.83,446.2
1994-07-10,446.2,449.75,444.18,449.55
1994-07-17,449.56,454.33,444.65,454.16
1994-07-24,454.41,455.71,450.69,453.11
1994-07-31,453.1,459.33,451.36,458.26
1994-08-07,458.28,462.77,456.08,457.09
1994-08-14,457.08,462.27,456.66,461.94
1994-08-21,461.97,465.91,459.89,463.68
1994-08-28,463.61,474.65,461.46,473.8
1994-09-04,473.89,477.59,470.67,470.99
1994-09-11,471.0,473.4,466.55,468.18
1994-09-18,468.18,474.81,466.15,471.19
1994-09-25,471.21,473.15,458.47,459.67
1994-10-02,459.65,465.55,459.31,462.71
1994-10-09,462.69,463.31,449.27,455.1
1994-10-16,455.12,471.3,455.12,469.1
1994-10-23,469.11,471.43,463.83,464.89
1994-10-30,464.89,473.78,458.26,473.77
1994-11-06,473.76,474.74,462.28,462.28
1994-11-13,462.31,469.95,461.25,462.35
1994-11-20,462.44,468.51,460.25,461.47
1994-11-27,461.69,463.41,444.18,452.29
1994-12-04,452.26,457.13,447.97,453.3
1994-12-11,453.3,455.04,442.88,446.96
1994-12-18,446.95,458.8,445.62,458.8
1994-12-25,458.78,461.7,456.37,459.83
1995-01-01,459.85,462.73,459.0,459.27
1995-01-08,459.21,462.49,457.2,460.68
1995-01-15,460.67,466.43,458.65,465.97
1995-01-22,465.97,470.43,463.99,464.78
1995-01-29,464.78,471.36,461.14,470.39
1995-02-05,470.39,479.91,467.49,478.65
1995-02-12,478.64,482.6,478.36,481.46
1995-02-19,481.46,485.54,480.89,481.97
1995-02-26,481.95,489.19,481.94,488.11
1995-03-05,488.26,488.26,483.07,485.42
1995-03-12,485.42,490.37,479.7,489.57
1995-03-19,489.57,496.67,489.35,495.52
1995-03-26,495.52,500.97,493.67,500.97
1995-04-02,500.97,508.15,495.7,500.71
1995-04-09,500.7,507.19,500.2,506.42
1995-04-16,506.3,509.83,504.61,509.23
1995-04-23,509.23,512.03,501.19,508.49
1995-04-30,508.49,515.29,507.44,514.71
1995-05-07,514.76,525.4,513.03,520.12
1995-05-14,520.09,527.05,519.14,525.55
1995-05-21,525.55,529.08,517.07,519.19
1995-05-28,519.19,531.91,519.19,523.65
1995-06-04,523.65,536.91,521.38,532.51
1995-06-11,532.51,537.73,526.0,527.94
1995-06-18,527.94,539.98,527.94,539.83
1995-06-25,539.83,551.07,539.83,549.71
1995-07-02,549.71,549.79,540.72,544.75
1995-07-09,544.75,556.57,544.43,556.37
1995-07-16,556.37,562.0,553.8,559.89
1995-07-23,560.34,562.94,542.51,553.62
1995-07-30,553.62,565.4,553.62,562.93
1995-08-06,562.93,565.62,554.1,558.94
1995-08-13,558.94,561.59,553.04,555.11
1995-08-20,555.11,561.24,554.76,559.21
1995-08-27,559.21,563.34,555.2,560.1
1995-09-03,560.1,564.62,555.71,563.84
1995-09-10,563.86,572.68,563.84,572.68
1995-09-17,572.68,585.07,572.68,583.35
1995-09-24,583.35,586.79,578.25,581.73
1995-10-01,581.73,587.61,574.68,584.41
1995-10-08,584.41,585.05,578.48,582.49
1995-10-15,582.49,587.39,571.55,584.5
1995-10-22,584.5,590.66,581.9,587.46
1995-10-29,587.46,587.46,572.53,579.7
1995-11-05,579.7,590.57,579.7,590.57
1995-11-12,590.57,593.9,584.24,592.72
1995-11-19,592.72,600.14,588.36,600.07
1995-11-26,600.07,600.71,595.42,599.97
1995-12-03,599.97,608.69,599.02,606.98
1995-12-10,606.98,621.11,606.84,617.48
1995-12-17,617.48,622.88,614.46,616.34
1995-12-24,616.34,616.34,605.05,611.95
1995-12-31,611.96,615.93,611.96,615.93
1996-01-07,615.93,624.49,612.02,616.71
1996-01-14,616.71,619.15,597.29,601.81
1996-01-21,601.81,612.92,598.47,611.83
1996-01-28,611.83,621.7,610.65,621.62
1996-02-04,621.62,639.26,621.42,635.84
1996-02-11,635.84,661.08,633.71,656.37
1996-02-18,656.37,664.23,646.99,647.98
1996-02-25,647.98,663.0,638.79,659.08
1996-03-03,659.08,659.08,635.0,644.37
1996-03-10,644.37,656.97,627.63,633.5
1996-03-17,633.5,644.17,628.82,641.43
1996-03-24,641.43,656.18,641.43,650.62
1996-03-31,650.62,655.5,644.89,645.5
1996-04-07,645.5,656.68,645.5,655.86
1996-04-14,655.86,655.86,624.14,636.71
1996-04-21,636.71,647.32,636.71,645.07
1996-04-28,645.07,656.43,645.07,653.46
1996-05-05,653.46,656.44,640.23,641.63
1996-05-12,641.63,653.0,630.07,652.09
1996-05-19,652.09,669.84,652.09,668.91
1996-05-26,668.91,681.1,667.64,678.51
1996-06-02,678.51,679.98,664.56,669.12
1996-06-09,669.12,680.32,662.48,673.31
1996-06-16,673.31,676.72,664.35,665.85
1996-06-23,665.85,668.27,658.75,666.84
1996-06-30,666.84,672.68,661.56,670.63
1996-07-07,670.63,675.88,657.41,657.44
1996-07-14,657.44,657.65,639.52,646.19
1996-07-21,646.19,646.19,605.88,638.73
1996-07-28,638.73,638.73,616.43,635.9
1996-08-04,635.9,662.49,629.22,662.49
1996-08-11,662.49,665.37,656.83,662.1
1996-08-18,662.1,666.34,658.47,665.21
1996-08-25,665.21,670.68,662.16,667.03
1996-09-01,667.03,667.41,650.52,651.99
1996-09-08,651.99,658.21,643.97,655.68
1996-09-15,655.68,681.39,655.68,680.54
1996-09-22,680.54,687.07,679.06,687.03
1996-09-29,687.03,690.88,681.01,686.19
1996-10-06,686.19,701.74,684.44,701.46
1996-10-13,701.46,705.76,693.34,700.66
1996-10-20,700.66,711.04,699.07,710.82
1996-10-27,710.82,714.1,700.53,700.92
1996-11-03,700.92,708.6,696.22,703.77
1996-11-10,703.77,730.82,702.84,730.82
1996-11-17,730.82,741.92,728.03,737.62
