Date,Open,High,Low,Close
1994-03-06,12.697179732313575,12.876434034416825,12.458173996175908,12.667304015296367
1994-03-13,12.667304015296367,13.444072657743785,12.278919694072657,13.414196940726576
1994-03-20,13.414196940726576,13.951959847036328,13.35444550669216,13.593451242829827
1994-03-27,13.593451242829827,14.071462715105161,12.816682600382409,12.99593690248566
1994-04-03,12.99593690248566,13.1453154875717,12.4282982791587,12.667304015296367
1994-04-10,12.667304015296367,12.936185468451242,12.488049713193115,12.577676864244742
1994-04-17,12.577676864244742,13.025812619502867,12.39842256214149,12.637428298279158
1994-04-24,12.637428298279158,14.220841300191204,12.278919694072657,13.981835564053537
1994-05-01,13.981835564053537,14.161089866156788,13.563575525812618,13.74282982791587
1994-05-08,13.74282982791587,14.011711281070745,13.444072657743785,13.503824091778203
1994-05-15,13.503824091778203,13.92208413001912,13.503824091778203,13.772705544933078
1994-05-22,13.772705544933078,14.907982791586997,13.71295411089866,14.848231357552581
1994-05-29,14.848231357552581,15.326242829827915,14.66897705544933,15.176864244741873
1994-06-05,15.176864244741873,15.23661567877629,14.519598470363288,14.639101338432122
1994-06-12,14.639101338432122,15.176864244741873,14.609225621414913,14.907982791586997
1994-06-19,14.907982791586997,15.535372848948374,14.878107074569789,14.788479923518164
1994-06-26,14.788479923518164,14.878107074569789,14.220841300191204,14.10133843212237
1994-07-03,14.10133843212237,14.788479923518164,13.563575525812618,13.623326959847036
1994-07-10,13.623326959847036,13.832456978967494,13.444072657743785,13.593451242829827
1994-07-17,13.593451242829827,13.981835564053537,13.115439770554493,13.683078393881452
1994-07-24,13.683078393881452,14.967734225621415,13.025812619502867,14.66897705544933
1994-07-31,14.66897705544933,15.087237093690248,14.657767686424473,14.788479923518164
1994-08-07,14.788479923518164,15.176864244741873,14.69885277246654,14.997609942638622
1994-08-14,14.997609942638622,15.565248565965582,14.967734225621415,15.23661567877629
1994-08-21,15.23661567877629,16.40176864244742,15.23661567877629,16.132887189292543
1994-08-28,16.132887189292543,16.76027724665392,15.923757170172083,16.670650095602294
1994-09-04,16.670650095602294,16.730401529636712,15.953632887189292,16.043260038240916
1994-09-11,16.043260038240916,16.312141491395792,15.923757170172083,16.132887189292543
1994-09-18,16.132887189292543,17.059034416826,16.132887189292543,16.879780114722752
1994-09-25,16.879780114722752,17.059034416826,16.461520076481836,16.491395793499045
1994-10-02,16.491395793499045,16.76027724665392,16.19263862332696,16.581022944550668
